text,headlines,Predicted_headline,Rouge_R1,Rouge_R2,Rouge_RL,BLEU
tube worms living up to 300 metres deep in the gulf of mexico are among the longest living animals in the world us-based researchers have found an average 50-centimetre-long tube worm can live for 202 years while some might live 300 years researchers said the longest-lived land vertebrate ever recorded was 177-year-old tortoise while 211-year-old whales were longest-lived mammals.,gulf of mexico tube worm among longest living animals study,tube worms living up to 300 metres deep in the gulf of mexico are among the longest living animals in the world,0.5625000000000001,0.33333333333333326,0.4375,0.2884875003490583
infosys executive vice president ritika suri who was also ceo vishal sikka former colleague at german business software giant sap has reportedly resigned suri who earned over a¢aa¹5.1 crore in 2016-17 was in charge of the company corporate development she led the acquisition of israeli automation company panaya which was at the centre of an investigation.,infosys executive vice president ritika suri quits,ritika suri was in charge of the company corporate development<q>she led the acquisition of israeli automation company panaya,0.14814814814814817,0.08,0.14814814814814817,0.25650569096216347
the trailer of qaidi band the film which marks the debut of raj kapoor grandson aadar jain and anya singh was released today the film revolves around undertrials who come together to form band in jail written and directed by habib faisal the film is scheduled to release on august 25 ,trailer of debut film of raj kapoor grandson aadar out,the trailer of qaidi band was released today<q>the film is scheduled to release on august 24,0.21428571428571427,0.07692307692307691,0.21428571428571427,0.2980810823649563
the bcci on tuesday named former indian cricketer bharat arun as the indian cricket team bowling coach arun who was indian coach ravi shastri teammate from their under-19 days had previously served in the same capacity during shastri tenure as team director from 2014 to 2016 notably sanjay bangar and sridhar will remain the batting and fielding coach respectively.,bharat arun appointed team india bowling coach,former indian cricketer bharat arun was named as the bowling coach by the bcci on tuesday<q>bharat arun had previously served in the same capacity as team director from 2014 to 2016,0.25,0.10526315789473684,0.2,0.30277029197532096
the karnataka government has set up nine-member committee to design separate flag for the state which will be its unique identity symbol the congress-led state has also asked the panel to submit report on legally recognising the state flag as of now jammu and kashmir is the only state that has its own flag.,karnataka appoints panel to design separate state flag ,india has set up a nine-member committee to design a separate flag<q>the congress-led state has also asked the panel to report on legally recognising the state flag,0.30769230769230765,0.16216216216216217,0.2564102564102564,0.37299017242824306
less than 000 out of 36 lakh eligible farmers have opted for an interim loan of a¢aa¹10 000 in maharashtra the state had offered the interim loan to facilitate sowing of kharif crops until the actual farm loan waiver was announced noting poor response to the interim waiver scheme advertisements were also published in newspapers urging farmers to avail the loan.,only 000 of 36 lakh farmers seek interim loan of a¢aa¹10 000,less than 500 out of 36 lakh eligible farmers have opted for an interim loan<q>the state had offered the interim loan to facilitate sowing of kharif crops<q>advertisements were also published in newspapers urging farmers to use the loan,0.2456140350877193,0.1090909090909091,0.2456140350877193,0.1232250684856562
shares of cigarette maker itc today fell around 15% set for their biggest fall in 25 years erasing nearly a¢aa¹50 000 crore in market value the fall came after government increased cess on cigarettes accordingly tax burden on cigarettes will go up by a¢aa¹4.8-a¢aa¹7.9 per 10 sticks other companies like godfrey phillips india and vst industries declined 6% and 3% respectively ,itc loses a¢aa¹50 000 crore in value on hike in cigarette cess,shares of cigarette maker itc fell around 15 years ago<q>the fall came after government increased cess on cigarettes,0.2285714285714286,0.0,0.17142857142857143,0.6529942057256104
south africa anti-apartheid revolutionary nelson mandela had attributed his success to mahatma gandhi while receiving the nobel prize in 1993 he had also praised gandhi for his morality simplicity and love for the poor saying while gandhi was human without weaknesses am man of many weaknesses mandela was later conferred with the international gandhi peace prize.,mandela had attributed success to gandhi on getting nobel,anti-apartheid revolutionary mandela had also praised gandhi for his morality simplicity and love for the poor,0.23076923076923078,0.08333333333333333,0.23076923076923078,0.33437015248821106
actress priyanka chopra who turned 35 today has shared pictures celebrating the occasion on her ongoing vacation with her family most of her pictures show the actress with her mother madhu chopra and brother siddharth in one of the pictures she shared with shark and stingray priyanka wrote when shark stingray and birthday girl make friends ,priyanka marks her 35th birthday on vacation with her family,actress priyanka chopra turned 35 today<q>she shared pictures celebrating the occasion on her ongoing vacation with her family,0.4666666666666667,0.21428571428571427,0.4,0.12436722085116984
sylvester stallone spokesperson has denied rumours of the the 71-year-old hollywood actor appearance in the indian remake of rambo starring tiger shroff the spokesperson said any involvement in tiger shroff rambo is not happening under any circumstances notably stallone is known for playing the lead character john rambo in the film series.,stallone denies rumour of starring in tiger rambo remake,sylvester stallone spokesperson denies rumours of 71-year-old star in indian remake of rambo,0.6666666666666667,0.2727272727272727,0.5833333333333334,0.8242367502646054
while hearing petitions challenging aadhaar the supreme court on tuesday appointed 9-judge bench to decide whether privacy is fundamental right or not under the constitution while the government has been pushing for aadhaar citing that it would ensure subsidy schemes reach the targeted activists claim that it is vulnerable to data breaches and helps government spy on people.,sc appoints 9-judge bench to decide on right to privacy,the supreme court appointed 9-judge bench to decide whether privacy is fundamental right or not under the constitution<q>the government has been pushing for aadhaar citing that it would ensure subsidy schemes reach the targeted activists,0.32653061224489793,0.21276595744680854,0.2857142857142857,0.065348785108188
a security researcher has revealed flaw in social networking platform myspace that allowed any account to be hijacked just by entering the user birthday the flaw came from myspace now-defunct account recovery page that asked for the account holder name username email address and birthday however myspace didn check if the correct email address had been entered.,myspace let user accounts be hacked just by typing birthday,a security researcher has revealed flaws in social networking platform myspace that allowed any account to be hijacked just by entering the user birthday,0.4117647058823529,0.0625,0.35294117647058826,0.322888846243622
paytm mall the online shopping arm of paytm has delisted about 85 000 sellers from its platform on failing to meet quality standards according to paytm the move was part of its strategy to revamp seller registration and all its sellers will now have to furnish brand authorisation letters in march paytm e-commerce raised $200 million from alibaba and saif partners.,paytm delists 85 000 sellers from online shopping platform,the online shopping arm of paytm has delisted about 8500 sellers<q>the move was part of its strategy to revamp seller registration,0.3125,0.06666666666666667,0.18750000000000003,0.28574404296988
scientists have devised formula that can calculate maximum speed of animal with 90% accuracy knowing just the animal weight and medium of travela¢aa land water or air researchers add that muscles solely don determine speed otherwise elephants would reach maximum speeds of 600 kmph speeds increase with mass up to an optimum weight like for cheetah they found.,study correlates size of animals with their speed,scientists have devised formula that can calculate maximum speed of animal with 90- accuracy<q>knowing just the animal weight and medium of [UNK] land water or air researchers have devised the formula,0.1951219512195122,0.10256410256410256,0.14634146341463414,0.5336172773868456
a video captured by passenger commuting on bus shows the driver peeling an apple while driving on highway in taizhou china the driver can be seen holding the steering and calmly peeling an apple and tossing the discarded peels in bucket at the same time he has reportedly been banned from driving passenger vehicles for life.,video shows man peeling an apple while driving bus,the driver has reportedly been banned from driving passenger vehicles for life<q>he can be seen casually peeling an apple and throwing the peels in bucket,0.2222222222222222,0.11764705882352941,0.16666666666666666,0.1382109806372432
the government has ordered reliance industries shell and ongc to pay $3 billion a¢aa¹19 300 crore in penalty following an arbitration award in the pmt oil field dispute the arbitration panel upheld that profit from the fields should be calculated after deducting prevailing tax of 33% and not the 50% rate earlier this will increase the government share of profit petroleum.,reliance shell ongc fined a¢aa¹19 300 crore in oil field row,the government has ordered reliance industries shell and ongc to pay $3 billion [UNK] 300 crore in penalty<q>the arbitration panel upheld that profit from the fields should be calculated after deducting prevailing tax of 33,0.2745098039215686,0.0816326530612245,0.2745098039215686,0.11488730101151895
indo-canadian youtube star lilly singh also known as superwoman said if you watch something and it makes you laugh great if it doesn that comedy isn wrong it just not suitable for you calling comedy very subjective lilly added the best thing you can do is promote what you love and not bash what you hate ,if it doesn make you laugh that comedy isn wrong lilly,the best thing you can do is promote what you love and not bash what you you love<q>lilly singh also known as superwoman said if you watch something and it makes you laugh great if it does,0.24000000000000002,0.125,0.19999999999999996,0.2794402994278081
 harry potter actor daniel radcliffe helped tourist who was attacked by two men on bikes in london the victim was walking when the men stole his bag and left him with an injury he was really nice bloke lot of stars wouldn have stopped to help said former policeman who tried to intervene during the robbery.,harry potter actor daniel helps tourist attacked by robbers,the victim was walking when the men stole his bag and left him with an injury,0.0,0.0,0.0,0.0
a man from pune fell into 150-foot gorge in madhe ghat where he clung to tree branch whole night before getting rescued the next day ramesh mane was out on trip with his friends who while coming back realised mane was missing his friends said they were surprised on finding that mane did not have major injuries.,man falls into gorge spends night clinging to tree branch,ramesh mane from pune fell into 150-foot gorge in madhe ghat<q>he clung to tree branch before getting rescued the next day,0.29411764705882354,0.125,0.29411764705882354,0.16407039679024452
actor arbaaz khan was trolled on twitter after tennis player roger federer won his eighth wimbledon title arbaaz and federer were called twins with user tweeting the only time people talk about arbaaz khan is when there roger federer match going on another tweet read watches arbaaz khan in iifa awards says well played federer on twitter ,arbaaz khan trolled after roger federer wimbledon win,actor arbaaz khan was trolled on twitter after roger federer won his eighth wimbledon title<q>the only time people talk about arbaaz khan is when there roger federer match going on another tweet read watches arbaaz khan in iifa awards says well played federer on,0.2592592592592593,0.11538461538461539,0.2592592592592593,0.11926982772005461
after gorkhaland supporter was allegedly shot dead by police in darjeeling on monday night the death toll reached eight in the west bengal district amid the ongoing unrest notably the indefinite shutdown of the hills entered the 34th day on tuesday however the police have denied opening fire in any of the incidents which have allegedly killed eight people.,gorkhaland supporter killed in police firing in darjeeling,the death toll reached eight in the west bengal district on monday night<q>police have denied opening fire in any of the incidents which have allegedly killed eight people,0.2631578947368421,0.05555555555555555,0.2105263157894737,0.5946035575013605
rss muslim wing muslim rashtriya manch mrm has launched campaign against chinese rakhi in uttar pradesh capital lucknow the activists have burnt chinese goods and are circulating whatsapp messages saying wear an indian rakhi if you care about your country by cooperating with us buyers and traders can help deflate the chinese ambitions said an mrm activist.,rss launches no chinese rakhi campaign in up,the activists have burnt chinese goods and are circulating whatsapp messages saying wear an indian rakhi,0.16666666666666666,0.0,0.16666666666666666,0.5946035575013605
rajasthan university is set to include book on mughal emperor akbar haldighati defeat by rajput king maharana pratap in its history department curriculum from this year the book by dr chandra shekhar sharma projects pratap as great freedom fighter notably the idea to teach akbar defeat was first mooted by bjp mla mohan lal gupta earlier this year.,rajasthan university to teach akbar haldighati defeat,rajasthan university is set to include book on akbar haldighati defeat by rajput king maharana pratap in its history department curriculum,0.42857142857142855,0.23076923076923075,0.42857142857142855,0.2179301929852717
a man named pravesh rawat has been arrested after he was found extracting money from passengers on train posing as travel ticket examiner tte he was issuing receipts to passengers travelling without ticket and collecting fine from them on board the train from dehradun to delhi he was arrested after suspicious travellers alerted the government railway police.,man held for extracting money by posing as ticket examiner,pravesh rawat was arrested after suspicious travellers alerted the government railway police,0.0,0.0,0.0,0.0
uk-based researchers have found aquatic plants which survived over 100 years in ghost ponds buried beneath cropped fields ponds buried for 45 50 and 150 years when excavated were colonised in less than six months by native aquatic plants the study highlights it is possible to resurrect these buried habitats from the seeds and eggs stored within their historic sediments ,plants survive over 100 years in buried ghost ponds ,uk-based researchers have found native aquatic plants that survived over 100 years in ghost ponds buried beneath cropped fields<q>the study highlights it is possible to resurrect these buried habitats from the seeds and eggs stored within their historic historic habitats,0.3461538461538462,0.19999999999999998,0.3076923076923077,0.06657427163834499
using 3d imaging uk-based researchers have discovered fluid flows through rocks are very unstable compared to the 100-year-old darcy law which describes stable fluid movement through microscopic pathways however researchers claim the pathways last only for tens of seconds at most before re-arranging and forming new pathways the findings would enable modelling oil co2 storage team said.,new study challenges 100-year-old law on fluid flow in rocks,using 3d imaging uk-based researchers have discovered fluid flows through rocks are very unstable compared to the 100-year-old darcy law which describes stable fluid movement through microscopic pathways,0.3255813953488372,0.14634146341463417,0.2325581395348837,0.6147881529512643
spain-based scientists have discovered galaxy 000 times brighter than the milky way known from the period when universe was about 20% of its age the galaxy 10 billion light-years away was discovered using gravitational lensing which occurs when massive object between light source and observer bends the light due to gravity making the source brighter and bigger.,galaxy 000 times brighter than milky way discovered,spain-based scientists have discovered galaxy 000 times brighter than the milky way<q>the galaxy 10 billion light-years away was discovered using gravity lensing,0.47058823529411764,0.3125,0.47058823529411764,0.16081986819293687
bleaching has damaged the world northernmost coral reef in japan in the latest example of global phenomenon which scientists have attributed to warmer ocean temperatures healthy reefs protect shores from storms and offer habitats for marine life but after severe bleaching reefs degrade and the structures that the corals build erode threatening the existence of ecosystems depending on them.,world northernmost coral reef in japan bleached,bleaching is the latest example of global phenomenon which scientists have attributed to warmer ocean temperatures,0.08695652173913043,0.0,0.08695652173913043,0.0
a social activist has filed public interest litigation in the bombay high court demanding 24-hour helpline against cow vigilantes the activist fearing that more attacks may follow during bakra eid said that it is the duty of the state to protect its citizens all the police stations should have names of gau-rakshaks under their jurisdiction the petition demanded.,pil filed seeking 24-hr helpline against cow vigilantes,a social activist has filed public interest litigation in the bombay high court demanding 24-hour helpline against cow vigilantes,0.41379310344827586,0.22222222222222218,0.41379310344827586,0.13400825781778894
nawazuddin siddiqui in tweet wrote thank you for making me realise that cannot be paired along with the fair handsome because dark not good looking but never focus on that earlier siddiqui starrer babumoshai bandookbaaz casting director said how they couldn cast fair and handsome people with siddiqui as it would look weird.,can be paired with the fair as dark nawaz on casting,casting director said how they could cast the fair and handsome people with siddiqui as it would look weird,0.3333333333333333,0.07142857142857142,0.19999999999999998,0.34772504705825924
an army major was shot dead by jawan after being reprimanded for using cell phone during duty hours the jawan was caught using cell phone during surprise check by major shikhar thapa who then confiscated the phone this led to an argument between the two with the jawan firing five shots from his ak-47 at thapa.,jawan shoots army major dead after argument on using phone,an army major was shot dead by jawan after being reprimanded for using cell phone during duty hours<q>the jawan fired five shots from his ak-47 at thapa who then confiscated the phone,0.3111111111111111,0.04651162790697674,0.26666666666666666,0.2730120862709067
union textile minister smriti irani was given the additional charge of the information broadcasting ministry after venkaiah naidu resigned further the charge of the urban development ministry was handed over to narendra singh tomar naidu resignation comes after the nda announced him as their vice presidential candidate to fight the polls against opposition gopalkrishna gandhi.,smriti irani given ministry as venkaiah naidu resigns,the charge of the urban development ministry was handed over to narendra singh<q>venkaiah naidu resigned after the nda announced him as their vice presidential candidate,0.2857142857142857,0.12121212121212123,0.22857142857142856,0.26492685902784496
a fake message being circulated on whatsapp claims that if people split their shopping bills at supermarket chain d-mart they can avoid gst the message says that no gst will be levied on bills below a¢aa¹1 000 while the tax will increase as the amount increases however d-mart issued clarification saying gst is levied on products not on bill amount.,whatsapp message asking to split bill to avoid gst is fake,the message says that no gst will be levied on bills below [UNK]00<q>d-mart issued clarification saying the tax will increase as the amount increases,0.15384615384615383,0.0,0.10256410256410255,0.5039843787265444
external affairs minister sushma swaraj slammed pakistan while extending medical visa to student from pakistan occupied kashmir pok calling the region an integral part of india adding that pok was illegally occupied by pakistan she said that no letter was required in this case letter of recommendation is required from pakistan for medical visa to pakistanis.,pok an integral part of india sushma while extending visa,sushma swaraj slammed pakistan while extending medical visa to student from pakistan occupied kashmir,0.3333333333333333,0.09090909090909093,0.3333333333333333,0.38503228868787126
a man posing as coach has been arrested after allegedly raping minor national-level kabaddi player in delhi the girl met the man at stadium where he identified himself as the administrator and coach she approached the police on monday after which the case was registered the girl claimed she was unconscious when the incident happened.,man posing as coach rapes minor national kabaddi player,a man posing as coach has been arrested after allegedly raping a minor in delhi<q>the girl claims she was unconscious when the incident happened,0.3428571428571429,0.18181818181818182,0.3428571428571429,0.08839374326825923
a total of six indian vice presidents went on to be elected as presidents later the list includes dr radhakrishnan who was elected as the country president after serving two terms as the vice president the other five people on the list are dr zakir hussain giri venkataraman dr shankar dayal sharma and narayanan.,which indian vice presidents have been elected presidents ,a total of six indian vice presidents went on to be elected as vice president<q>the list includes dr radhakrishnan who was elected as the country president after two terms as the vice president,0.23255813953488372,0.0975609756097561,0.23255813953488372,0.11445359262541445
a security robot posted at an office building in washington dc drowned itself by entering fountain inside the office campus initial reports suggested that the robot apparently took wrong turn the robot knightscope k5 is fully self-driving robot used to monitor crimes in school office and public buildings.,security robot in us drowns itself into fountain,knightscope k5 is fully self-driving robot used to monitor crimes in school office and public buildings<q>initial reports suggested that the robot apparently took wrong turn,0.11111111111111112,0.0,0.11111111111111112,0.5124576721246791
a marathi actress was molested by person sitting behind her in movie theatre in mumbai the incident took place when the actress was out with her daughter following the incident she filed police complaint against the accused and the police later stated that the accused was drunk.,marathi actress molested in mumbai movie theatre ,the actress was out with her daughter following the incident<q>she filed a complaint against the accused and the police later stated that the accused was drunk,0.05714285714285715,0.0,0.05714285714285715,0.42728700639623407
according to reports no explosive substance was detected in the powder found in the uttar pradesh assembly earlier the lucknow lab had confirmed the presence of explosive petn which the agra lab has now refuted while report from the hyderabad lab is still awaited however officials have refuted the claims saying no sample was sent to agra to conduct tests.,powder found in up assembly not explosive reports,no explosive substance was detected in the powder found in the uttar pradesh assembly<q>the hyderabad lab confirmed the presence of explosive petn but officials have refuted the claims,0.2631578947368421,0.1111111111111111,0.2631578947368421,0.13539161487207826
bahujan samaj party chief mayawati said that she would resign from her post as the mp in rajya sabha on tuesday as she was not being allowed to speak in the house it shame if not able to put forward the concerns of my weaker sections in the parliament don have the right to stay mayawati said.,not being allowed to speak in rs so resigning mayawati,mayawati said she would resign as she was not being allowed to speak in the house,0.6153846153846154,0.4166666666666667,0.4615384615384615,0.31314224813827346
citing the escalated standoff at doklam chinese media on tuesday stated that if india stirs up conflicts at line of actual control lac it should be ready to face consequences of all-out confrontation the media asserted that india is concerned with china rapid economic growth and blamed the former for provoking border conflicts as means of sounding out china.,india provocation will trigger confrontation chinese media,the media said that india is concerned with china rapid economic growth and blamed the former for provoking border conflicts,0.14814814814814817,0.0,0.07407407407407408,0.5623413251903491
samsung electronics has announced that it will recover 1.5 lakh kg of rare metal including gold from galaxy note smartphones that it recalled last year the global recall was prompted by battery defect that caused the phones to explode samsung said it will also recycle or repair oled display modules memory chips and camera modules from the smartphones.,samsung to get 1.5l kg metals like gold from recalled phones,the global recall was prompted by battery defect that caused the phones to explode<q>samsung will also recycle or repair oled display modules memory chips and camera modules,0.1951219512195122,0.0,0.0975609756097561,0.5577503997480662
premjiinvest the investment arm of wipro chairman azim premji on monday bought 3.26% stake in kishore biyani future lifestyle fashions for nearly a¢aa¹196 crore future lifestyle fashions runs fashion labels such as indigo nation scullers and mother earth the shares were sold by bennett coleman company and india opportunities growth fund pinewood strategy ,premjiinvest buys 3.26% stake in future lifestyle for a¢aa¹196cr,the investment arm of wipro chairman azim premji on monday bought 3.26<q>the shares were sold by bennett coleman company and india opportunities growth fund pinewood,0.0975609756097561,0.05128205128205128,0.0975609756097561,0.43092381945890607
tesla has added two new independent directors to its board namely james murdoch ceo of 21st century fox and linda johnson rice chairman of johnson publishing the independent members on the board come after mounting pressure by tesla investors for the same the two directors do not have any prior relationship with tesla or its ceo elon musk.,tesla appoints two new independent directors to its board,the independent members on the board come after mounting pressure by tesla investors for the same,0.24000000000000005,0.0,0.16,0.6580370064762462
