source_text,target_text,predictions,ROUGE-1,ROUGE-2,ROUGE-L,BLEU_score
summarize: italian football legend francesco totti on monday confirmed his retirement from football after spending his 25-year-long playing career with seria club roma the 40-year-old who made his debut for the club aged 16 in 1993 featured in 786 matches and scored 307 goals totti revealed that he will continue to work with his boyhood club as director.,francesco totti retires after playing 25 years for same club,totti confirms retirement after 25-yr playing career with roma,0.5,0.1111111111111111,0.4000000000000001,0.6799308458396492
summarize: shiv sena leader and rajya sabha mp sanjay raut on monday questioned opposition parties for fielding gopalkrishna gandhi for the vice presidential elections claiming that gandhi had opposed the death sentence of 1993 mumbai bomb blasts convict yakub memon raut said he had even written to the president want to ask opposition what kind of mindset is this ,gopalkrishna gandhi opposed yakub memon hanging shiv sena,sanjay raut questions opposition for fielding gopalkrishna gandhi,0.25,0.14285714285714285,0.25,0.43472087194499137
summarize: the centre has asked all the states to compulsorily file firs in all untoward incidents happening in the name of cow protection the lok sabha was informed on tuesday the centre said that the responsibility to maintain law and order and preventing incidents of attacks on cattle traders beef eaters muslims dalits and dairy farmers rests with the states.,govt asks states to file firs over violence in cow name,centre asks states to file firs in all untoward incidents,0.5714285714285713,0.4210526315789474,0.5714285714285713,0.37200908038405156
summarize: a priest from kerala wayanad district identified as father saji joseph has been arrested for sexually abusing minor boys at children home the incident that took place during the summer of 2016 came to light recently after victim shared the ordeal with his parents the accused was absconding for the past three days before being arrested from karnataka.,kerala priest arrested for sexually abusing minor boys,father arrested for sexually abusing minor boys at children home,0.6666666666666665,0.6250000000000001,0.6666666666666665,0.5169731539571706
summarize: south korean company lg has unveiled steriliser that uses ultraviolet light to continuously disinfect the rubber handrails of escalators while moving through process called ultraviolet germicidal irradiation the steriliser kills microorganisms by targeting their nucleic acids or disrupting their dna the device powers itself by converting the escalator movement into electricity.,lg unveils device that disinfects handrails of escalators,korean firm unveils steriliser that disinfects escalators handrails,0.625,0.14285714285714285,0.5,0.5466325569645467
summarize: tube worms living up to 300 metres deep in the gulf of mexico are among the longest living animals in the world us-based researchers have found an average 50-centimetre-long tube worm can live for 202 years while some might live 300 years researchers said the longest-lived land vertebrate ever recorded was 177-year-old tortoise while 211-year-old whales were longest-lived mammals.,gulf of mexico tube worm among longest living animals study,300-metre-deep tube worms longest living animals in the world,0.47619047619047616,0.3157894736842105,0.47619047619047616,0.31762152032055835
summarize: infosys executive vice president ritika suri who was also ceo vishal sikka former colleague at german business software giant sap has reportedly resigned suri who earned over a¢aa¹5.1 crore in 2016-17 was in charge of the company corporate development she led the acquisition of israeli automation company panaya which was at the centre of an investigation.,infosys executive vice president ritika suri quits,infosys exec who was also sap ceo quits reports,0.25,0.0,0.25,0.6865890479690392
summarize: the trailer of qaidi band the film which marks the debut of raj kapoor grandson aadar jain and anya singh was released today the film revolves around undertrials who come together to form band in jail written and directed by habib faisal the film is scheduled to release on august 25 ,trailer of debut film of raj kapoor grandson aadar out,trailer of qaidi band released today,0.25,0.14285714285714285,0.25,0.2608840516436559
summarize: the bcci on tuesday named former indian cricketer bharat arun as the indian cricket team bowling coach arun who was indian coach ravi shastri teammate from their under-19 days had previously served in the same capacity during shastri tenure as team director from 2014 to 2016 notably sanjay bangar and sridhar will remain the batting and fielding coach respectively.,bharat arun appointed team india bowling coach,bcci names former indian cricketer bharat arun as team coach,0.47058823529411764,0.13333333333333333,0.47058823529411764,0.4591497693322865
summarize: the karnataka government has set up nine-member committee to design separate flag for the state which will be its unique identity symbol the congress-led state has also asked the panel to submit report on legally recognising the state flag as of now jammu and kashmir is the only state that has its own flag.,karnataka appoints panel to design separate state flag ,9-member panel to design separate karnataka flag,0.75,0.42857142857142855,0.625,0.39442436483275556
summarize: less than 000 out of 36 lakh eligible farmers have opted for an interim loan of a¢aa¹10 000 in maharashtra the state had offered the interim loan to facilitate sowing of kharif crops until the actual farm loan waiver was announced noting poor response to the interim waiver scheme advertisements were also published in newspapers urging farmers to avail the loan.,only 000 of 36 lakh farmers seek interim loan of a¢aa¹10 000,less than kharif farmers opt for aaa110 000 loan in maharashtra,0.23076923076923075,0.0,0.15384615384615383,0.659858515800358
summarize: shares of cigarette maker itc today fell around 15% set for their biggest fall in 25 years erasing nearly a¢aa¹50 000 crore in market value the fall came after government increased cess on cigarettes accordingly tax burden on cigarettes will go up by a¢aa¹4.8-a¢aa¹7.9 per 10 sticks other companies like godfrey phillips india and vst industries declined 6% and 3% respectively ,itc loses a¢aa¹50 000 crore in value on hike in cigarette cess,itc shares fall 15% as government increases cess on cigarettes,0.32,0.0,0.24,0.659858515800358
summarize: south africa anti-apartheid revolutionary nelson mandela had attributed his success to mahatma gandhi while receiving the nobel prize in 1993 he had also praised gandhi for his morality simplicity and love for the poor saying while gandhi was human without weaknesses am man of many weaknesses mandela was later conferred with the international gandhi peace prize.,mandela had attributed success to gandhi on getting nobel,nelson mandela attributed his success to mahatma gandhi,0.5882352941176471,0.13333333333333333,0.5882352941176471,0.4824015383731099
summarize: actress priyanka chopra who turned 35 today has shared pictures celebrating the occasion on her ongoing vacation with her family most of her pictures show the actress with her mother madhu chopra and brother siddharth in one of the pictures she shared with shark and stingray priyanka wrote when shark stingray and birthday girl make friends ,priyanka marks her 35th birthday on vacation with her family,priyanka shares pictures with shark stingray on holiday,0.33333333333333326,0.0,0.22222222222222224,0.6094445482670285
summarize: sylvester stallone spokesperson has denied rumours of the the 71-year-old hollywood actor appearance in the indian remake of rambo starring tiger shroff the spokesperson said any involvement in tiger shroff rambo is not happening under any circumstances notably stallone is known for playing the lead character john rambo in the film series.,stallone denies rumour of starring in tiger rambo remake,sylvester stallone denies involvement in tiger shroff rambo,0.5882352941176471,0.26666666666666666,0.5882352941176471,0.5736753417215604
summarize: while hearing petitions challenging aadhaar the supreme court on tuesday appointed 9-judge bench to decide whether privacy is fundamental right or not under the constitution while the government has been pushing for aadhaar citing that it would ensure subsidy schemes reach the targeted activists claim that it is vulnerable to data breaches and helps government spy on people.,sc appoints 9-judge bench to decide on right to privacy,9-judge bench appointed to decide on aadhaar privacy,0.7999999999999999,0.4444444444444445,0.7000000000000001,0.3746792881553041
summarize: a security researcher has revealed flaw in social networking platform myspace that allowed any account to be hijacked just by entering the user birthday the flaw came from myspace now-defunct account recovery page that asked for the account holder name username email address and birthday however myspace didn check if the correct email address had been entered.,myspace let user accounts be hacked just by typing birthday,myspace flaw allowed account to be hijacked by entering birthday,0.5,0.0,0.5,0.7952707287670506
summarize: paytm mall the online shopping arm of paytm has delisted about 85 000 sellers from its platform on failing to meet quality standards according to paytm the move was part of its strategy to revamp seller registration and all its sellers will now have to furnish brand authorisation letters in march paytm e-commerce raised $200 million from alibaba and saif partners.,paytm delists 85 000 sellers from online shopping platform,paytm mall delists 85 000 sellers for failing quality standards,0.5263157894736842,0.35294117647058826,0.5263157894736842,0.2777619034011791
summarize: scientists have devised formula that can calculate maximum speed of animal with 90% accuracy knowing just the animal weight and medium of travela¢aa land water or air researchers add that muscles solely don determine speed otherwise elephants would reach maximum speeds of 600 kmph speeds increase with mass up to an optimum weight like for cheetah they found.,study correlates size of animals with their speed,90% accuracy in calculating elephant maximum speed,0.13333333333333333,0.0,0.13333333333333333,0.5946035575013605
summarize: a video captured by passenger commuting on bus shows the driver peeling an apple while driving on highway in taizhou china the driver can be seen holding the steering and calmly peeling an apple and tossing the discarded peels in bucket at the same time he has reportedly been banned from driving passenger vehicles for life.,video shows man peeling an apple while driving bus,driver peels apple while driving on highway in taizhou china,0.4210526315789474,0.23529411764705882,0.4210526315789474,0.3021375397356768
summarize: the government has ordered reliance industries shell and ongc to pay $3 billion a¢aa¹19 300 crore in penalty following an arbitration award in the pmt oil field dispute the arbitration panel upheld that profit from the fields should be calculated after deducting prevailing tax of 33% and not the 50% rate earlier this will increase the government share of profit petroleum.,reliance shell ongc fined a¢aa¹19 300 crore in oil field row,govt orders shell ongc to pay aaa119 300 crore in penalty over pmt dispute,0.35714285714285715,0.23076923076923078,0.35714285714285715,0.2878787818101127
summarize: indo-canadian youtube star lilly singh also known as superwoman said if you watch something and it makes you laugh great if it doesn that comedy isn wrong it just not suitable for you calling comedy very subjective lilly added the best thing you can do is promote what you love and not bash what you hate ,if it doesn make you laugh that comedy isn wrong lilly,if you watch something it makes you laugh great lilly singh,0.5454545454545454,0.20000000000000004,0.5454545454545454,0.46173663094410267
summarize:  harry potter actor daniel radcliffe helped tourist who was attacked by two men on bikes in london the victim was walking when the men stole his bag and left him with an injury he was really nice bloke lot of stars wouldn have stopped to help said former policeman who tried to intervene during the robbery.,harry potter actor daniel helps tourist attacked by robbers,harry potter actor helps tourist attacked by men on bikes in london,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.30661487102926754
summarize: a man from pune fell into 150-foot gorge in madhe ghat where he clung to tree branch whole night before getting rescued the next day ramesh mane was out on trip with his friends who while coming back realised mane was missing his friends said they were surprised on finding that mane did not have major injuries.,man falls into gorge spends night clinging to tree branch,pune man falls into 150-foot gorge in madhe ghat clings to branch,0.608695652173913,0.28571428571428575,0.608695652173913,0.3087818953963449
summarize: actor arbaaz khan was trolled on twitter after tennis player roger federer won his eighth wimbledon title arbaaz and federer were called twins with user tweeting the only time people talk about arbaaz khan is when there roger federer match going on another tweet read watches arbaaz khan in iifa awards says well played federer on twitter ,arbaaz khan trolled after roger federer wimbledon win,arbaaz trolled on twitter after roger federer win at wimbledon,0.7777777777777777,0.25,0.6666666666666665,0.37342112655242105
summarize: after gorkhaland supporter was allegedly shot dead by police in darjeeling on monday night the death toll reached eight in the west bengal district amid the ongoing unrest notably the indefinite shutdown of the hills entered the 34th day on tuesday however the police have denied opening fire in any of the incidents which have allegedly killed eight people.,gorkhaland supporter killed in police firing in darjeeling,death toll rises after gorkhaland supporter shot dead in darjeeling,0.4444444444444445,0.25,0.4444444444444445,0.5460241725418133
summarize: rss muslim wing muslim rashtriya manch mrm has launched campaign against chinese rakhi in uttar pradesh capital lucknow the activists have burnt chinese goods and are circulating whatsapp messages saying wear an indian rakhi if you care about your country by cooperating with us buyers and traders can help deflate the chinese ambitions said an mrm activist.,rss launches no chinese rakhi campaign in up,rss muslim wing launches campaign against chinese rakhi,0.625,0.14285714285714285,0.5,0.5466325569645467
summarize: rajasthan university is set to include book on mughal emperor akbar haldighati defeat by rajput king maharana pratap in its history department curriculum from this year the book by dr chandra shekhar sharma projects pratap as great freedom fighter notably the idea to teach akbar defeat was first mooted by bjp mla mohan lal gupta earlier this year.,rajasthan university to teach akbar haldighati defeat,rajasthan university to include book on akbar defeat in history curriculum,0.5555555555555556,0.25,0.5555555555555556,0.31702331385234306
summarize: a man named pravesh rawat has been arrested after he was found extracting money from passengers on train posing as travel ticket examiner tte he was issuing receipts to passengers travelling without ticket and collecting fine from them on board the train from dehradun to delhi he was arrested after suspicious travellers alerted the government railway police.,man held for extracting money by posing as ticket examiner,man posing as travel ticket examiner gets money from passengers,0.6,0.2222222222222222,0.5,0.6042750794713536
summarize: uk-based researchers have found aquatic plants which survived over 100 years in ghost ponds buried beneath cropped fields ponds buried for 45 50 and 150 years when excavated were colonised in less than six months by native aquatic plants the study highlights it is possible to resurrect these buried habitats from the seeds and eggs stored within their historic sediments ,plants survive over 100 years in buried ghost ponds ,uk researchers find plants that survived 100 years in ghost ponds,0.7000000000000001,0.33333333333333326,0.7000000000000001,0.3672056269893592
summarize: using 3d imaging uk-based researchers have discovered fluid flows through rocks are very unstable compared to the 100-year-old darcy law which describes stable fluid movement through microscopic pathways however researchers claim the pathways last only for tens of seconds at most before re-arranging and forming new pathways the findings would enable modelling oil co2 storage team said.,new study challenges 100-year-old law on fluid flow in rocks,fluid flows through rocks are very unstable uk researchers,0.28571428571428575,0.10526315789473685,0.28571428571428575,0.6143868746168435
summarize: spain-based scientists have discovered galaxy 000 times brighter than the milky way known from the period when universe was about 20% of its age the galaxy 10 billion light-years away was discovered using gravitational lensing which occurs when massive object between light source and observer bends the light due to gravity making the source brighter and bigger.,galaxy 000 times brighter than milky way discovered,galaxy 000 times brighter than milky way discovered,1.0,1.0,1.0,1.0
summarize: bleaching has damaged the world northernmost coral reef in japan in the latest example of global phenomenon which scientists have attributed to warmer ocean temperatures healthy reefs protect shores from storms and offer habitats for marine life but after severe bleaching reefs degrade and the structures that the corals build erode threatening the existence of ecosystems depending on them.,world northernmost coral reef in japan bleached,bleaching damages world northernmost coral reef in japan,0.9333333333333333,0.7692307692307692,0.7999999999999999,0.6803749333171202
summarize: a social activist has filed public interest litigation in the bombay high court demanding 24-hour helpline against cow vigilantes the activist fearing that more attacks may follow during bakra eid said that it is the duty of the state to protect its citizens all the police stations should have names of gau-rakshaks under their jurisdiction the petition demanded.,pil filed seeking 24-hr helpline against cow vigilantes,activist files public interest litigation in bombay hc,0.11764705882352941,0.0,0.11764705882352941,0.0
summarize: nawazuddin siddiqui in tweet wrote thank you for making me realise that cannot be paired along with the fair handsome because dark not good looking but never focus on that earlier siddiqui starrer babumoshai bandookbaaz casting director said how they couldn cast fair and handsome people with siddiqui as it would look weird.,can be paired with the fair as dark nawaz on casting,nawazuddin siddiqui tweets thank you for making me realise,0.0,0.0,0.0,0.0
summarize: an army major was shot dead by jawan after being reprimanded for using cell phone during duty hours the jawan was caught using cell phone during surprise check by major shikhar thapa who then confiscated the phone this led to an argument between the two with the jawan firing five shots from his ak-47 at thapa.,jawan shoots army major dead after argument on using phone,jawan used cell phone during surprise check shot dead,0.4210526315789474,0.0,0.3157894736842105,0.6799308458396492
summarize: union textile minister smriti irani was given the additional charge of the information broadcasting ministry after venkaiah naidu resigned further the charge of the urban development ministry was handed over to narendra singh tomar naidu resignation comes after the nda announced him as their vice presidential candidate to fight the polls against opposition gopalkrishna gandhi.,smriti irani given ministry as venkaiah naidu resigns,textile minister smriti given additional charge of idm,0.25,0.0,0.25,0.7071067811865476
summarize: a fake message being circulated on whatsapp claims that if people split their shopping bills at supermarket chain d-mart they can avoid gst the message says that no gst will be levied on bills below a¢aa¹1 000 while the tax will increase as the amount increases however d-mart issued clarification saying gst is levied on products not on bill amount.,whatsapp message asking to split bill to avoid gst is fake,if you split your d-mart bill you can avoid gst fake whatsapp message,0.56,0.17391304347826086,0.4,0.547332024239071
summarize: external affairs minister sushma swaraj slammed pakistan while extending medical visa to student from pakistan occupied kashmir pok calling the region an integral part of india adding that pok was illegally occupied by pakistan she said that no letter was required in this case letter of recommendation is required from pakistan for medical visa to pakistanis.,pok an integral part of india sushma while extending visa,sushma swaraj criticises pak while extending medical visa to student,0.4000000000000001,0.1111111111111111,0.4000000000000001,0.4591497693322865
summarize: a man posing as coach has been arrested after allegedly raping minor national-level kabaddi player in delhi the girl met the man at stadium where he identified himself as the administrator and coach she approached the police on monday after which the case was registered the girl claimed she was unconscious when the incident happened.,man posing as coach rapes minor national kabaddi player,delhi man posing as coach arrested for raping minor,0.6666666666666666,0.5,0.6666666666666666,0.3155984539112945
summarize: a total of six indian vice presidents went on to be elected as presidents later the list includes dr radhakrishnan who was elected as the country president after serving two terms as the vice president the other five people on the list are dr zakir hussain giri venkataraman dr shankar dayal sharma and narayanan.,which indian vice presidents have been elected presidents ,6 indian vps went on to be elected as presidents later,0.3157894736842105,0.0,0.3157894736842105,0.7226568811456053
summarize: a security robot posted at an office building in washington dc drowned itself by entering fountain inside the office campus initial reports suggested that the robot apparently took wrong turn the robot knightscope k5 is fully self-driving robot used to monitor crimes in school office and public buildings.,security robot in us drowns itself into fountain,security robot drowns itself by entering fountain at washington office,0.5555555555555556,0.25,0.5555555555555556,0.5773502691896257
summarize: a marathi actress was molested by person sitting behind her in movie theatre in mumbai the incident took place when the actress was out with her daughter following the incident she filed police complaint against the accused and the police later stated that the accused was drunk.,marathi actress molested in mumbai movie theatre ,marathi actress molested by person sitting behind her in mumbai theatre,0.6666666666666665,0.37499999999999994,0.6666666666666665,0.3672056269893592
summarize: according to reports no explosive substance was detected in the powder found in the uttar pradesh assembly earlier the lucknow lab had confirmed the presence of explosive petn which the agra lab has now refuted while report from the hyderabad lab is still awaited however officials have refuted the claims saying no sample was sent to agra to conduct tests.,powder found in up assembly not explosive reports,no explosive substance detected in up assembly report,0.625,0.2857142857142857,0.5,0.392814650900513
summarize: bahujan samaj party chief mayawati said that she would resign from her post as the mp in rajya sabha on tuesday as she was not being allowed to speak in the house it shame if not able to put forward the concerns of my weaker sections in the parliament don have the right to stay mayawati said.,not being allowed to speak in rs so resigning mayawati,bsp chief mayawati to quit post as rajya sabha mp,0.20000000000000004,0.0,0.10000000000000002,0.668740304976422
summarize: citing the escalated standoff at doklam chinese media on tuesday stated that if india stirs up conflicts at line of actual control lac it should be ready to face consequences of all-out confrontation the media asserted that india is concerned with china rapid economic growth and blamed the former for provoking border conflicts as means of sounding out china.,india provocation will trigger confrontation chinese media,india should be ready for all-out confrontation china media,0.3529411764705882,0.0,0.3529411764705882,0.7598356856515925
summarize: samsung electronics has announced that it will recover 1.5 lakh kg of rare metal including gold from galaxy note smartphones that it recalled last year the global recall was prompted by battery defect that caused the phones to explode samsung said it will also recycle or repair oled display modules memory chips and camera modules from the smartphones.,samsung to get 1.5l kg metals like gold from recalled phones,samsung to recover 1.5l gold from galaxy note smartphones,0.5454545454545454,0.3,0.5454545454545454,0.4888290318657942
summarize: premjiinvest the investment arm of wipro chairman azim premji on monday bought 3.26% stake in kishore biyani future lifestyle fashions for nearly a¢aa¹196 crore future lifestyle fashions runs fashion labels such as indigo nation scullers and mother earth the shares were sold by bennett coleman company and india opportunities growth fund pinewood strategy ,premjiinvest buys 3.26% stake in future lifestyle for a¢aa¹196cr,premji buys kishore biyani future lifestyle fashions for aaa1196 crore,0.34782608695652173,0.09523809523809525,0.34782608695652173,0.4591497693322865
summarize: tesla has added two new independent directors to its board namely james murdoch ceo of 21st century fox and linda johnson rice chairman of johnson publishing the independent members on the board come after mounting pressure by tesla investors for the same the two directors do not have any prior relationship with tesla or its ceo elon musk.,tesla appoints two new independent directors to its board,tesla adds two independent directors to its board,0.823529411764706,0.5333333333333333,0.823529411764706,0.4962644776757998
summarize: one out of three labourers died on monday after they were trapped in an almost 15-20 feet deep pit while digging for sewer pipeline in gurugram among the other two one was seriously injured and the other had narrow escape calling it an accident the authorities have announced compensation of a¢aa¹2 lakh for the victim family.,man dies after falling into pit while digging for sewer line,one of three labourers trapped in pit while digging for pipeline,0.36363636363636365,0.3,0.36363636363636365,0.23462350320528
summarize: the gurugram police has reportedly decided to deploy drones sniffer dogs and additional forces to ensure top security for the kanwar yatris reportedly separate lanes are also being created for the pilgrims to enable smooth traffic movement and maintain law and order special security will be provided to women pilgrims during the yatra senior official said.,gurugram police to deploy drones for kanwar yatris,gurugram police to deploy drones sniffer dogs for yatris,0.823529411764706,0.5333333333333333,0.823529411764706,0.4854917717073234
summarize: the delhi government has released a¢aa¹100 crore for the completion of the signature bridge which is twice the height of the qutub minar the bridge was supposed to be ready by 2010 commonwealth games but its construction was slowed down due to insufficient funds delhi tourism minister rajendra pal gautam said that nearly 92% of the project has been completed ,a¢aa¹100 cr released for bridge twice the height of qutub minar ,delhi govt releases aaa1100 crore for signature bridge,0.2727272727272727,0.0,0.2727272727272727,0.4859869096699081
summarize: to monitor drivers who don stop buses at designated stops the delhi government has decided to install cctv cameras at various bus stops transport officials said that skipping bus stops is common practice among drivers of the government-run buses it not only creates congestion on roads but also poses difficulty for senior citizens and differently abled among others.,delhi govt to install cctv cameras at bus stops,delhi to install cctvs to monitor drivers who don stop at bus stops,0.6363636363636364,0.4,0.6363636363636364,0.3200286101270288
summarize: manchester united players including paul pogba marouane fellaini and juan mata met game of thrones actors john bradley-west and joe dempsie during the team pre-season training camp in los angeles john who plays samwell tarly and joe who plays gendry also met josaa mourinho and posed with united europa league trophy john sported the team away jersey during the interaction.,manchester united players meet game of thrones actors in usa,man utd players meet game of thrones actors during training camp,0.5714285714285713,0.5263157894736842,0.5714285714285713,0.4617366309441026
summarize: former women cricketers have reportedly written to bcci questioning the committee of administrators decision of awarding select ex-players one-time payment of a¢aa¹25 lakh the board has claimed that few former players have also demanded the amount but the bcci is not able to verify their credentials three players were awarded a¢aa¹25 lakh while three were given a¢aa¹15 lakh.,cricketers question a¢aa¹25 lakh award for select women players,ex-women players question bcci payment of aaa125 lakh report,0.3636363636363636,0.09999999999999999,0.1818181818181818,0.7598356856515925
summarize: according to world bank latest edition of global economic prospects india has ranked fourth among world fastest growing economies india is expected to grow at 7.2% in the current fiscal and domestic demand is expected to remain strong supported by policy reforms reports added india has been placed behind smaller economies of estonia uzbekistan and nepal in growth rate.,india stands 4th among fastest growing economies world bank,india expected to grow at 7.2% in current fiscal report,0.19999999999999998,0.0,0.19999999999999998,0.5491004867761125
summarize: a punjab court acquitted all four suspects in the orbit bus molestation and death case in moga citing lack of evidence in 2015 13-year-old girl died after she was allegedly molested and pushed out of moving bus along with her mother the suspects were acquitted as the mother failed to recognise the suspects saying she doesn remember anything .,4 acquitted due to lack of evidence in moga molestation case,all suspects in orbit bus molestation death case acquitted,0.39999999999999997,0.0,0.3,0.6537993517025207
